,type,clean
2470,INFJ,http://www.youtube.com/watch?v=38gGx-_mb5M
2471,INFJ,http://www.youtube.com/watch?v=pfcViRTh4TY
2472,INFJ,http://www.youtube.com/watch?v=5ZTm-iYUpm4
2475,INFJ,http://www.youtube.com/watch?v=F22MidnAaTY
2476,ENTJ,http://youtu.be/jSWIUEV5sPQ
2482,ISTP,https://www.youtube.com/watch?v=NOwnRQPA3XA
2483,ISTP,https://www.youtube.com/watch?v=O_Nn1BVUpmA
2484,ISTP,https://www.youtube.com/watch?v=I0MT8SwNa_U
2485,ISTP,https://www.youtube.com/watch?v=m60bo3Qz8Ow
2486,ISTP,https://www.youtube.com/watch?v=F9kXstb9FF4
2487,ISTP,https://www.youtube.com/watch?v=gLs_O2RE6Xo
2488,ISTP,https://www.youtube.com/watch?v=ZDwotNLyz10
2489,ISTP,https://www.youtube.com/watch?v=4yWj25x6AVs
2490,ISTP,https://www.youtube.com/watch?v=jFwB5ayV0vQ
2491,ISTP,https://www.youtube.com/watch?v=kAz_tYc35Fg
2493,INFJ,http://www.youtube.com/watch?v=0STzEnLxK4g&feature=related
2495,INFJ,https://www.youtube.com/watch?v=cH_rfGBwamc
2496,INTP,http://www.youtube.com/watch?v=Hr2Bc5qMhE4
2498,INTP,http://www.youtube.com/watch?v=gWRISdwHuwY
2502,INTP,http://www.youtube.com/watch?v=KTxBL_p1f1c
2503,INTP,http://www.youtube.com/watch?v=FoFtNx8n8Oc
2504,INTP,http://www.youtube.com/watch?v=ME6RtQgBMSI
2506,INTP,http://www.youtube.com/watch?v=ME6RtQgBMSI
2507,INTP,http://www.youtube.com/watch?v=zP50Ewh31E4
2509,INTP,http://www.youtube.com/watch?v=d3sA5plF6kE
2510,INTP,http://www.youtube.com/watch?v=9Ig-Hd8tczU
2511,INTP,http://www.youtube.com/watch?v=E4xQZCXEHBI
2512,INTP,http://www.youtube.com/watch?v=zouSojyIi94
2516,ENFP,https://youtu.be/OztC_7nkAd8
2517,ISTP,http://www.youtube.com/watch?v=NshSBy8Mnqc
2521,ISTP,https://www.youtube.com/watch?v=-kbdCDeKSoI
2523,INTJ,https://www.youtube.com/watch?v=H7bqZIpC3Pg&list=PLHZTQT-yzV4iYRIxrLqVj6iFi0ICKehXA&index=142
2524,INFP,https://www.youtube.com/watch?v=CArfaGmYuGM
2526,INFP,http://www.youtube.com/watch?v=y6uAYiiIMzA&feature=plcp
2527,INFP,http://www.youtube.com/watch?v=hKluqcNee1Y
2528,INFP,http://www.youtube.com/watch?v=qpunQZ4cUyI
2530,ENFP,http://www.youtube.com/watch?v=g2Loj-gNy9g&feature=related
2531,ENFP,http://www.youtube.com/watch?v=1IQTDag7u8M
2532,INTJ,https://www.youtube.com/watch?v=izZuDxb84W0
2533,INTJ,https://www.youtube.com/watch?v=3f3K2sEHuIM
2535,INTJ,https://www.youtube.com/watch?v=h7IZNfGEcFk
2541,INTJ,http://www.youtube.com/watch?v=ifTIuA8Dq58
2547,INTJ,http://www.youtube.com/watch?v=eBG7P-K-r1Y
2548,INTJ,http://www.youtube.com/watch?v=IB-zSrTyb5o
2549,INTJ,https://www.youtube.com/watch?v=Wfw0NKaFBxQ
2552,INTJ,http://www.youtube.com/watch?v=tKVWVBu_42s
2554,INTP,http://www.youtube.com/watch?v=iEPTlhBmwRg&ob=av2n
2556,INTP,http://www.youtube.com/watch?v=sDkhzHQO7jY
2557,INTP,http://www.youtube.com/watch?v=1uwOL4rB-go
2558,INTP,http://www.youtube.com/watch?v=p_5l8FVvRAg
2559,INTP,http://www.youtube.com/watch?v=xCKtq_hANrw
2560,INTP,http://www.youtube.com/watch?v=OSgcItx7DS0
2561,INFJ,http://www.youtube.com/watch?v=Bpd3raj8xww
2562,INFJ,http://www.youtube.com/watch?v=KmLJDrsaJmk
2563,ENTP,http://www.youtube.com/watch?v=Nv2GgV34qIg
2564,ENTP,http://www.youtube.com/watch?v=YltEym9H0x4
2565,ENTP,http://www.youtube.com/watch?v=PSUUFduCdRE
2567,ENTP,http://www.youtube.com/watch?v=Zsh1l9bjLLw
2570,ENTP,https://www.youtube.com/watch?v=zNRNCk3YwqE
2572,ENTP,http://www.youtube.com/watch?v=P0AZIFmkogY
2573,ENTP,https://www.youtube.com/watch?v=__zI9XGMyZo
2574,ENTP,http://www.youtube.com/watch?v=33jsDje1U60
2575,ENTP,https://www.youtube.com/watch?v=YoT9pSlsV7E
2576,ENTP,http://www.youtube.com/watch?v=IEFt6BQuFJk
2578,INFP,http://www.youtube.com/watch?v=cSvva3ZOlNg
2579,INFP,http://www.youtube.com/watch?v=mNpUnUBhURY
2580,INFP,http://www.youtube.com/watch?v=PHQOSfnV4hM
2581,ESTP,http://www.youtube.com/watch?v=yt7WtwGDfRc
2582,INTJ,https://www.youtube.com/watch?v=oyvOJlX4ZkE
2584,INTJ,https://www.youtube.com/watch?v=l3LFML_pxlY
2588,INTJ,https://www.youtube.com/watch?v=sQ9NOV3KNpY
2589,INTJ,https://www.youtube.com/watch?v=_UWCURWZlQI
2590,INTJ,https://www.youtube.com/watch?v=-4R6UfWt0Og
2591,INTJ,https://www.youtube.com/watch?v=gTDRGizq3bE
2592,ENTP,http://www.youtube.com/watch?v=eSBcElV6p8o&feature=related
2593,INFP,http://www.youtube.com/watch?v=C3Zf36oAScM
2597,INFJ,http://www.youtube.com/watch?v=-lk0bSPcXpU
2598,INFJ,http://www.youtube.com/watch?v=1Qnsh5pweDA
2603,INFJ,http://www.youtube.com/watch?v=5jYJ0TUqd0I
2604,INFJ,http://www.youtube.com/watch?v=IA_ubhYgjAc
2609,INFJ,http://youtu.be/XYKwqj5QViQ
2612,ISTP,http://youtu.be/pDWzGm1W0WY
2613,ISTP,http://youtu.be/AR-KbvXvBd8
2614,ISTP,http://youtu.be/F3RYvO2X0Oo
2615,ISTP,http://youtu.be/l4XHcZR0cjY
2617,INFP,http://www.youtube.com/watch?v=udv30vPizLk
2618,INFP,http://www.youtube.com/watch?v=eTEj7CEcxuQ
2619,INFP,http://www.youtube.com/watch?v=IeEFdECFwEE
2620,INFP,http://www.youtube.com/watch?v=nPw0JUptfUM
2622,INFP,http://www.youtube.com/watch?v=wCJwZDrQNls
2623,INFP,http://www.youtube.com/watch?v=6S1coZRDfXE
2624,INFP,http://www.youtube.com/watch?v=vQ9CeIic4es
2625,INFP,http://www.youtube.com/watch?v=RIruxNChnjk
2626,INFP,http://www.youtube.com/watch?v=fvm9UOOjwXs
2627,INFP,http://www.youtube.com/watch?v=jbStcmwzzIQ
2628,INFP,http://www.youtube.com/watch?v=u5zYu7Ajqro
2629,INFP,http://www.youtube.com/watch?v=3dVhfcFci_Q
2630,ENTJ,http://www.youtube.com/watch?v=j7_lSP8Vc3o
2631,INTP,https://www.youtube.com/watch?v=P1OvDTrXr4k
2634,INFP,https://www.youtube.com/watch?v=PB7YZg7PHas
2635,INFP,https://www.youtube.com/watch?v=EgWJNl9TZJw
2636,INFP,https://www.youtube.com/watch?v=fQRQBlfTFqc
2637,INFP,https://www.youtube.com/watch?v=1hEQd-1XdIs
2638,INFP,https://www.youtube.com/watch?v=AAk0LJhrIl8
2639,INFP,https://www.youtube.com/watch?v=5Ra3enj8zhQ
2640,INFP,https://www.youtube.com/watch?v=Ek55T19hxmQ
2641,INFP,https://www.youtube.com/watch?v=gFTCkyeTuAY
2642,INFP,https://www.youtube.com/watch?v=OUcSMzT-rq4
2643,INFP,https://www.youtube.com/watch?v=2SFt7JHwJeg
2644,INFP,https://www.youtube.com/watch?v=lCHM1do5Vqw
2645,INFP,https://www.youtube.com/watch?v=DIY0lDjyhj8
2646,INFP,https://www.youtube.com/watch?v=o0VVvXsVmRo
2650,INTJ,https://www.youtube.com/watch?v=N7m86aMNjlQ
2651,INTJ,https://www.youtube.com/watch?v=EhrYQrLBiTQ
2652,INFP,https://www.youtube.com/watch?v=NqR6CBFyelw
2653,INFP,https://www.youtube.com/watch?v=SHoNWwhzh3M
2654,INFP,https://www.youtube.com/watch?v=-oehGtcW6BU
2655,INFP,https://www.youtube.com/watch?v=lOJGFrMzN3g
2656,INFP,https://www.youtube.com/watch?v=gjVmeKWOsEU
2657,INFP,https://www.youtube.com/watch?v=qztuEucrNBc
2658,INFP,https://www.youtube.com/watch?v=WfD8Dnh2xho
2659,INFP,http://www.youtube.com/watch?v=-PddUFGRIh0
2660,INFP,http://www.youtube.com/watch?v=om_18WhUddY&feature=related
2661,INFP,http://www.youtube.com/watch?v=m4XQMEMQE94
2664,ENFJ,http://www.youtube.com/watch?feature=player_embedded&amp;v=aDDk5Th30J4#!
2665,ENFJ,http://www.youtube.com/watch?v=MVX-M0AgUio
2666,INTJ,http://www.youtube.com/watch?v=8GEebx72-qs&feature=etp-pd-n05-05
2667,INTP,https://www.youtube.com/watch?v=rUY8HysBzsE
2668,INTP,http://www.youtube.com/watch?v=UHoN-RYA-dM
2679,INTP,https://www.youtube.com/watch?v=WekfTZpX8Mk
2680,INTP,https://youtu.be/SthUtXJOQ2s?list=LLXCMqGrT2HdvQR1S3HXBzcg
2681,INTP,https://youtu.be/D3pMs5Y_Exw?list=LLXCMqGrT2HdvQR1S3HXBzcg
2683,INTP,https://www.youtube.com/watch?v=NBiQPZxd81s
2684,INTP,https://www.youtube.com/watch?v=MH9FyLsfDzw
2685,INTP,https://youtu.be/3K9yGNPaIcA?list=PLeXS0cAkuTPpJ6j3eH59WudJhJ4q1tpwH
2686,INTP,https://www.youtube.com/watch?v=mThuNcfDCI8
2687,INTP,https://youtu.be/MH9FyLsfDzw
2688,INTP,https://www.youtube.com/watch?v=MH9FyLsfDzw
2689,INTP,https://www.youtube.com/watch?v=4rQL_pkuuBw
2690,INTP,https://youtu.be/60J6HlvfePM?list=PL0D8442F129C22C6E
2692,ESTP,https://www.youtube.com/watch?v=OniTIeellt0
2693,INTP,http://www.youtube.com/watch?v=me5Zzm2TXh4
2695,INFP,http://youtu.be/uSaTAGsIBEI
2699,INFJ,https://www.youtube.com/watch?v=wupToqz1e2g
2700,INFJ,https://www.youtube.com/watch?v=kYt24hq5nbM
2701,INFJ,https://www.youtube.com/watch?v=k1gV9xxtAPI
2702,INFJ,https://www.youtube.com/watch?v=H0lHVL_wgRc
2704,INFJ,https://www.youtube.com/watch?v=O3RACWJ5hWo
2705,INFJ,https://www.youtube.com/watch?v=JG3Zs9iAvQs
2708,INFJ,https://www.youtube.com/watch?v=S3yon2GyoiM
2710,INFJ,https://www.youtube.com/watch?v=eyTre4OBZfk
2711,INFJ,https://www.youtube.com/watch?v=tteMjk9uXyo
2713,ISTP,http://www.youtube.com/watch?v=_HjZEobbKPM
2714,INTP,http://www.youtube.com/watch?v=qswm7lHp7oY
2715,INFP,https://www.youtube.com/watch?v=PGCVhhUxnp8
2716,INFP,https://www.youtube.com/watch?v=3LwpylizD1I
2717,INFP,https://www.youtube.com/watch?v=b425ftP_8XQ&index=4&list=PLyo1DAhotlhq9S45Ae7AX6XYnXjoT6QAS
2718,INFP,http://www.youtube.com/watch?v=9FE-Pwm2cyc
2720,INTP,http://www.youtube.com/watch?v=tZ46Ot4_lLo
2723,INFJ,https://www.youtube.com/watch?v=zmY8mG4_3j4
2725,INFJ,https://www.youtube.com/watch?v=28tZ-S1LFok
2726,INFJ,https://youtu.be/mzcloEggvA0
2727,INFJ,https://youtu.be/0O33ld6Dl3k
2728,INFJ,https://www.youtube.com/watch?v=zdDhinO58ss
2729,ENFP,http://www.youtube.com/watch?v=lGne9-Nm0a0
2731,ENTJ,http://www.youtube.com/watch?v=gTix7FDHZcA
2732,ENTJ,http://www.youtube.com/watch?v=qxMWc3fWrso
2733,ENTJ,http://www.youtube.com/watch?v=eHoy86RYe7Y
2738,INTP,https://www.youtube.com/watch?v=os8V1EZNI8A
2751,ISTP,https://www.youtube.com/watch?v=1CQZDiko2xg
2752,INFP,http://www.youtube.com/watch?v=h81Ojd3d2rY
2753,INFP,http://www.youtube.com/watch?v=nfV71vAkZ2c
2754,INFP,http://www.youtube.com/watch?v=twogF75dQgk
2756,INFP,http://www.youtube.com/watch?v=CPYy6eXsTCc
2757,INFP,http://www.youtube.com/watch?v=Rmv7KvEe6sY
2758,INFP,http://www.youtube.com/watch?v=IaN3YEbYbng
2759,INFP,http://www.youtube.com/watch?v=hd-6WweqD0Y
2760,INFP,http://www.youtube.com/watch?v=RyFhsG8Ip4E
2761,INFP,http://www.youtube.com/watch?v=F565r3ArQy8
2762,INFP,http://www.youtube.com/watch?v=NCMm1mJ3DRs
2763,ENTP,http://www.youtube.com/watch?v=IwXh8h5jivg
2764,ENTP,http://www.youtube.com/watch?feature=player_detailpage&amp;v=71lBZz16dr4
2767,INTJ,https://www.youtube.com/watch?v=2N1QWh9lZHI
2770,INTJ,http://www.youtube.com/watch?v=t8zrFe7YwHU
2771,INFP,https://youtu.be/PdZSFVlnbz0
2772,INFP,https://www.youtube.com/watch?v=b_5DHZOWKG8
2773,INFP,https://www.youtube.com/watch?v=sLjnfqllMvU
2774,INFP,https://www.youtube.com/watch?v=86j7wswta9A
2775,INFP,https://www.youtube.com/watch?v=-9d9FA3fCf4
2779,INFP,https://www.youtube.com/watch?v=gTXf0Rtp98s
2800,INFP,http://www.youtube.com/watch?v=MKcyiYHzWQE&amp;feature=channel&amp;list=UL
2803,ISFP,https://www.youtube.com/watch?v=pzjU7p7O3d8&amp;index=9&amp;list=LL8LoxyF7BEOuBo96
2804,INTP,http://www.youtube.com/watch?v=fnHqy1d7hho
2805,INTP,http://www.youtube.com/watch?v=LChtBpTjvTY
2806,INTP,http://www.youtube.com/watch?v=TFmUAQ2SeQg
2807,INTP,http://www.youtube.com/watch?v=xXR_G0kcCJ0
2808,INTP,http://www.youtube.com/watch?v=HwqPeVkiDR4
2810,ENFP,https://www.youtube.com/watch?v=p-fuSobQTk8
2811,ENFP,https://www.youtube.com/watch?v=4ZVq2Ev3rVU
2812,ENFP,https://www.youtube.com/watch?v=wZngpLsUQos
2813,ENFP,https://www.youtube.com/watch?v=fnfztDYfxqQ
2814,ENFP,https://www.youtube.com/watch?v=HVHUjzZZGQ4
2815,ENFP,https://www.youtube.com/watch?v=q2l4zXZzR08
2816,ENFP,https://www.youtube.com/watch?v=hD6_QXwKesU
2817,ENFP,https://www.youtube.com/watch?v=p-fuSobQTk8
2818,ENFP,https://www.youtube.com/watch?v=hfFjEkSs8Ps
2819,ENFP,https://www.youtube.com/watch?v=hfFjEkSs8Ps
2820,ENFP,https://www.youtube.com/watch?v=yYcyacLRPNs
2821,ENFP,https://www.youtube.com/watch?v=gGdGFtwCNBE
2823,ENFP,https://www.youtube.com/watch?v=1ypofGDdHpo
2824,ENFP,https://www.youtube.com/watch?v=f43ODtOUmBw
2825,ENFP,https://www.youtube.com/watch?v=mngtcfcaVrI&amp;list=LLQac7ZuhVPnV7li0D-nqeAw
2826,ENFP,https://www.youtube.com/watch?v=DpelSFTFkHc
2827,ENFP,https://www.youtube.com/watch?v=l3FV7pnTNeo
2828,ENFP,https://www.youtube.com/watch?v=wq2NND9hZmk
2829,INTJ,https://www.youtube.com/watch?v=XhAuIAqnalI
2834,INTJ,http://www.youtube.com/watch?v=bXOPIbb8ZjA
2842,INFP,https://www.youtube.com/watch?v=DlKPTfVCAkc
2843,INFP,https://www.youtube.com/watch?v=r_w6CAMds98
2844,INFP,https://www.youtube.com/watch?v=fivLqoP0WhU
2845,INFP,https://www.youtube.com/watch?v=EgD0w4nhsYs
2846,INFP,https://www.youtube.com/watch?v=q2tarP0SuQ4
2847,INFP,https://www.youtube.com/watch?v=nVeoMDTLcm0
2848,INFP,https://www.youtube.com/watch?v=ZmmdiR92xZU
2849,INFP,https://www.youtube.com/watch?v=lxII4laKtbM
2850,INFP,https://www.youtube.com/watch?v=mVR10CD2Alk
2851,INFP,https://www.youtube.com/watch?v=F9L4q-0Pi4E
2852,INFP,https://www.youtube.com/watch?v=ukqOGGJqtZM
2854,INFP,https://www.youtube.com/watch?v=E2qLD9c3Gq4
2855,INFP,https://www.youtube.com/watch?v=X2BYmmTI04I
2856,INTP,https://www.youtube.com/watch?v=FeD9ruDoEmA
2857,INTP,https://www.youtube.com/watch?v=TIoFfhSX_PA
2858,INTP,https://www.youtube.com/watch?v=ozv4q2ov3Mk
2859,INTP,https://www.youtube.com/watch?v=bUNECHCKWBc
2860,INTP,https://www.youtube.com/watch?v=sBSt6l-LAlE
2861,INTP,https://www.youtube.com/watch?v=3pf7a9Wtay8
2862,INTP,https://www.youtube.com/watch?v=Uoieqb5zeAQ
2863,INTP,https://www.youtube.com/watch?v=VuRrrXa4Xek&
2864,INTP,https://www.youtube.com/watch?v=tgKXKgAiG_A&
2865,INTP,https://www.youtube.com/watch?v=xiLsXg-24G4&
2866,INFP,https://www.youtube.com/watch?v=HAZSz2kBpIQ
2869,INFJ,https://www.youtube.com/watch?v=9OCEh6g6whc
2870,INFJ,https://www.youtube.com/watch?v=GbLP8jNdR9k
2871,INFJ,https://www.youtube.com/watch?v=M8f9sMxzdFM'
2872,INFP,http://www.youtube.com/watch?v=4Ri5cszSKEg
2874,ISTP,https://www.youtube.com/watch?v=j4vFBXOoHs0
2876,INFJ,https://www.youtube.com/watch?v=JZjAg6fK-BQ
2877,INFJ,https://www.youtube.com/watch?v=_6_-aPWfyvY
2878,INFJ,https://www.youtube.com/watch?v=8zGVJaFwOyo
2879,INFJ,https://www.youtube.com/watch?v=mb6Jc4juSF8
2880,INFJ,https://www.youtube.com/watch?v=DJi7WupFqPQ
2881,INFJ,https://www.youtube.com/watch?v=Nw6b6tLY8RA
2882,INFJ,https://www.youtube.com/watch?v=02jFsuMD4Rk
2883,INFJ,https://www.youtube.com/watch?v=16zJJn_Kpoo
2884,INFJ,https://www.youtube.com/watch?v=tt7gP_IW-1w
2885,INFJ,https://www.youtube.com/watch?v=eu1AHz4MV2g
2886,INFJ,https://www.youtube.com/watch?v=FO0R7xFB2xc
2887,INFJ,https://www.youtube.com/watch?v=jiJCe9cXHWM
2888,INFJ,https://www.youtube.com/watch?v=GW3gTa-XAlU
2889,INFJ,https://www.youtube.com/watch?v=LoVnInXQaeg
2890,INTP,http://www.youtube.com/watch?v=QTtee6c7-gw
2891,INTP,https://www.youtube.com/watch?v=N8M07Gtlb5A
2893,INTP,http://www.youtube.com/watch?v=dbjYLNxCwZ4
2896,INTJ,http://www.youtube.com/watch?v=WxmUKVrT0iI
2897,INTJ,http://www.youtube.com/watch?v=tmyCIvzP7D4
2900,INFJ,http://www.youtube.com/watch?v=enOHraf3LEk
2901,INFJ,http://www.youtube.com/watch?v=YpzKMr4fJwg
2902,INFJ,http://www.youtube.com/watch?v=u5um8QWWRvo
2904,INTP,https://www.youtube.com/watch?v=Rfo9VAQxmKI
2908,INFP,https://www.youtube.com/watch?v=OEqgcKGECaw
2909,INFP,http://www.youtube.com/watch?v=jOnI5GGpXck
2911,INFP,http://www.youtube.com/watch?v=WUhOnX8qt3I
2917,INFP,http://www.youtube.com/watch?v=Xvj4Ud-RKrM&feature=related
2918,INFP,http://www.youtube.com/watch?v=OqR2BXOSzug
2921,INTJ,https://www.youtube.com/watch?v=w3Hn8ywmjEI
2924,INTJ,https://www.youtube.com/watch?v=BSJmt2Eimhs
2925,INTJ,https://www.youtube.com/watch?v=Jq_xKeib2e0
2926,INTJ,https://www.youtube.com/watch?v=kPLjKHKoE8w
2927,INTJ,https://www.youtube.com/watch?v=imYcdtSfaco
2928,INFP,https://www.youtube.com/watch?v=NGFToiLtXro
2937,INFP,http://www.youtube.com/watch?v=eS-oNBg1lVU
2938,ENFJ,http://www.youtube.com/watch?v=kD5y0G6WaSI
2939,ENFJ,http://www.youtube.com/watch?v=dxBIQnwdqc0
2940,ENFJ,https://www.youtube.com/watch?v=3WdtNe22F0k
2941,INFP,http://www.youtube.com/watch?v=eIfZZ1cQZss
2945,INFP,http://www.youtube.com/watch?v=QhSD3hmpxa4
2947,INFP,https://www.youtube.com/watch?v=Xba2xQPYXCQ
2949,INFP,https://www.youtube.com/watch?v=qb83YsEJCdk
2950,INFP,https://www.youtube.com/watch?v=zNpeK7sDLzE
2951,INFP,https://www.youtube.com/watch?v=EaeqBjsgBj4
2952,INFP,https://www.youtube.com/watch?v=B4-OxOmsqR0
2953,INFP,https://www.youtube.com/watch?v=6ml8KDumTO0
2954,INFP,https://www.youtube.com/watch?v=DOE2SxPXb9w
2959,INFJ,https://www.youtube.com/watch?v=55OK26tYDfY
2961,INFJ,https://www.youtube.com/watch?v=oh2LWWORoiM
2962,INFJ,https://www.youtube.com/watch?v=wPqTCrm61-I
2963,INFJ,https://www.youtube.com/watch?v=hig5uLy2fe0
2964,INFJ,https://www.youtube.com/watch?v=gjwofYhUJEM
2965,INFP,http://www.youtube.com/watch?v=-jr0194uC-M
2966,INFP,http://www.youtube.com/watch?v=QXwPUYU8rTI
2967,INFP,http://www.youtube.com/watch?v=4F46w1M5A1E
2968,INFP,http://www.youtube.com/watch?v=viXMXo1aG-Q
2969,INFP,http://www.youtube.com/watch?v=cXROzq4_yj0
2970,INFP,http://www.youtube.com/watch?v=fN9jsFdsc7o&feature=relmfu
2971,INFP,http://www.youtube.com/watch?v=ulyG94KsJpY
2972,INFP,http://www.youtube.com/watch?v=52XzdR3gAMc
2973,INFP,http://www.youtube.com/watch?v=26B8vPlggMQ&feature=channel_video_title
2974,INFP,http://www.youtube.com/watch?v=7H9ttL-Ldis
2975,INFP,http://www.youtube.com/watch?v=NJopLsgMR7c
2976,INFP,http://www.youtube.com/watch?v=M32HTTaowW8
2981,INTJ,https://www.youtube.com/watch?v=vmFAwzpLbGw&t=97s
2982,INTJ,https://www.youtube.com/watch?v=STugQ0X1NoI
2983,INTJ,https://www.youtube.com/watch?v=zuuObGsB0No
2984,INTJ,https://www.youtube.com/watch?v=cJaGsk3e5ME
2985,INTJ,https://www.youtube.com/watch?v=3rS6mZUo3fg
2986,INTJ,https://www.youtube.com/watch?v=mD5phTXGN_0
2987,INTJ,https://www.youtube.com/watch?v=iArXv64tCJA
2988,INTJ,https://www.youtube.com/watch?v=8UQK-UcRezE
2989,INTJ,https://www.youtube.com/watch?v=mgIbPzGNhIM
2990,INTJ,https://www.youtube.com/watch?v=6JCLY0Rlx6Q
2991,INTJ,https://www.youtube.com/watch?v=BjwZ_9n4DVE
2992,INFP,http://www.youtube.com/watch?v=W_g4lD6sySA
2993,INFP,http://www.youtube.com/watch?v=g8ZI6x_1Guk
2994,INFP,http://www.youtube.com/watch?v=R7SRBuBAa1w
2995,INFP,http://www.youtube.com/watch?v=XbUXwJ3xLZo
2996,INFP,http://www.youtube.com/watch?v=uYGorEdn_Ks
2997,INFP,http://www.youtube.com/watch?v=-YgVd3xrdy0
2998,INFP,http://www.youtube.com/watch?v=ItYm_-v8Gms
2999,INFP,http://www.youtube.com/watch?v=oISIMqIBmaQ
3000,INFP,http://www.youtube.com/watch?v=bF5gBT06FQ0
3001,INFP,http://www.youtube.com/watch?v=uYGorEdn_Ks
3002,INFP,http://www.youtube.com/watch?v=19FFbmbZ3bc
3003,INFP,http://www.youtube.com/watch?v=OUWBAy3bATI
3005,INFP,http://www.youtube.com/watch?v=0-A2q8rlL2I
3006,INFP,http://www.youtube.com/watch?v=a_7u3nhANa4
3007,INFP,http://www.youtube.com/watch?v=9ZtUKEdBnEw
3008,INFP,http://www.youtube.com/watch?v=ItYm_-v8Gms
3010,ISTJ,https://www.youtube.com/watch?v=2IF5TfnmV0k
3011,ISTJ,https://www.youtube.com/watch?v=JteeiYgR1ss
3012,ISTJ,https://www.youtube.com/watch?v=z9UbKw4B0WQ
3013,ISTJ,https://www.youtube.com/watch?v=jErJimwom94
3014,ISTJ,https://www.youtube.com/watch?v=41Zjh3AirjU
3015,ISTJ,https://www.youtube.com/watch?v=PjP9r-HU4fk
3016,INFJ,https://www.youtube.com/watch?v=NYcs81bYTVw
3018,INFJ,http://youtu.be/q5OaSju0qNc
3019,INFJ,http://youtu.be/jlnm2MDAphk
3020,INFJ,http://youtu.be/JeMqF_cSFVI
3021,INFJ,http://youtu.be/b9dGuYeqaBs
3022,INFJ,http://youtu.be/6lg51dzWHJE
3023,INFJ,http://youtu.be/3MteSlpxCpo
3028,INFP,http://www.youtube.com/watch?v=a68At4jVM9I
3029,INFP,http://www.youtube.com/watch?v=6nIqV06HeIk
3031,INFP,http://www.youtube.com/watch?v=aCz2mLcqLOY
3032,INFP,https://www.youtube.com/watch?v=Xg8Ckamh8Gw
3033,INFP,https://www.youtube.com/watch?v=iA1EPcFYw9c
3035,INFP,https://www.youtube.com/watch?v=UIXs66BPooY
3036,INFP,https://www.youtube.com/watch?v=fRyHDBWKLzI
3037,INFP,https://www.youtube.com/watch?v=L18tjO2GYnU
3038,INFP,https://www.youtube.com/watch?v=4ldjbjwim4k
3041,INFP,https://www.youtube.com/watch?v=YwSZvHqf9qM
3042,INFP,https://www.youtube.com/watch?v=YwSZvHqf9qM
3043,INFP,http://m.youtube.com/watch?v=vdkmhquF60o
3044,INFP,https://www.youtube.com/watch?v=-oRlpGyI1rg
3045,INFP,https://www.youtube.com/watch?v=-oRlpGyI1rg
3046,INFP,https://www.youtube.com/watch?v=QvElMzWNJGc
3048,INFP,https://www.youtube.com/watch?v=Rb0jsseh9J8
3050,INFP,https://www.youtube.com/watch?v=4Y10AXYGw3E
3053,INFP,https://www.youtube.com/watch?v=LuD2U0NIohc
3054,INFP,https://www.youtube.com/watch?v=6ctrShfIAw4
3055,INFP,https://www.youtube.com/watch?v=9d_roqxv598
3056,INFP,https://www.youtube.com/watch?v=zO0OzsjXU-0
3059,INFP,http://www.youtube.com/watch?v=xxygqSTO1lQ&amp;feature=kp
3060,INFP,http://www.youtube.com/watch?v=ZrVmcQgCXvA
3061,INFP,http://www.youtube.com/watch?v=MOmZimH00oo
3064,INFP,http://www.youtube.com/watch?v=-nGLqXZ-f70
3066,INTJ,http://youtu.be/XZP5RsaRg6k
3068,ENFP,https://www.youtube.com/watch?v=3BdiqLlbjN0
3069,ENFP,https://www.youtube.com/watch?v=Tgcc5V9Hu3g
3070,ENFP,http://youtu.be/loXJiBxazO4
3071,ENFP,http://www.youtube.com/watch?v=GnBZ3MKhdOk
3072,ENFP,http://www.youtube.com/watch?v=Jql9u7bZIKs
3079,INFP,http://www.youtube.com/watch?v=iD5TBJHJxC0&feature=related
3080,ENFP,https://youtu.be/uYVZPse8EVU
3090,ENFP,https://www.youtube.com/watch?v=pt8VYOfr8To
3091,ENFP,https://www.youtube.com/watch?v=G6afnyV8bf8
3093,ENFP,http://youtu.be/L7QHgVOsBWc
3095,ENFP,https://youtu.be/473KIeo_Xv0
3097,ENFP,https://www.youtube.com/watch?v=EADGMYpUa6I
3100,INFP,http://www.youtube.com/watch?v=ZMLzP1VCANo
3102,ENFP,http://www.youtube.com/watch?v=ddj1uY6uNpE
3106,ENFP,http://www.youtube.com/watch?v=dd3btVhwr48
3109,ENFP,http://www.youtube.com/watch?v=zN9NFjb3XxE
3110,ENFP,http://www.youtube.com/watch?v=A3-5t__hUXA&feature=channel_video_title
3112,ENFP,http://www.youtube.com/watch?v=Boyi3_ZXtQU
3116,INTP,http://www.youtube.com/watch?v=PEbb621s_GI'
3117,ENTP,http://www.youtube.com/watch?v=47qEeWLZhwQ&amp;feature=kp
3118,INFP,http://www.youtube.com/watch?v=8Y-xwBKACDM
3122,INTP,http://www.youtube.com/watch?v=7_RZLAxsa8Q
3127,INTP,http://www.youtube.com/watch?v=HMnrl0tmd3k
3128,ENTP,http://m.youtube.com/#/watch?v=9-SQGOYOjxs&amp;desktop_uri=%2Fwatch%3Fv%3D9-SQGOYOjxs
3131,ISFP,http://www.youtube.com/watch?v=Y4Z7tl7Vy8U
3132,INFP,http://www.youtube.com/watch?v=2IPAOxrH7Ro
